track,tags
64009,"0,79,120"
4574,"1,6,9,32,47,64,83,99,161,178"
43973,"0,14,79"
34503,"0,14,16,69"
74829,"0,4,30,52"
71987,"0,105,107"
6266,"0,67"
41270,"0,14"
67282,"22,43,137,225"
48537,"0,14,152"
46950,"43,137"
2529,"1,15,37,71,82"
51053,"0,1,45,154,159"
36123,"2,27"
32805,"1,11,15,44,71"
46674,"0,2,27,90"
72683,"1,92"
64522,"1,92,113"
13903,"0,14,105"
49054,"1,203,250"
22597,"1,11,12,15"
71006,"1,13,74,242"
53187,"43,129,137,252"
18579,"0,10,18,111"
9350,"1,5,17,23,25,239,250"
8859,"0,2,22,129"
55591,"0,20,111,235"
34933,"5,58"
56201,"3,19,106"
63556,"1,92,113"
47178,"0,5,35,64,73,94,227,244"
24780,"1,13,74"
44008,"0,84"
1946,"6,39,43,137"
60270,"0,18,49"
26074,"0,49,139"
74956,"0,20,56"
42977,"1,15,62,138,249"
32251,"0,1,87,129"
66908,"1,2,6,9,15,17,24,117,243"
60050,"0,3,22,34"
5497,"0,30,84,148"
17474,"6,43,121,162"
60553,"1,78,92,199,206"
7581,"5,89,230"
42416,"1,9,141,178"
9150,"1,12,15,21,99,144"
74699,"0,10,18,136"
62684,"1,3,15,19,23,208"
14151,"1,21,92,131"
5084,"0,56,88"
74595,"1,245"
39358,"2,24,26,61"
20183,"0,79"
13400,"0,31,88,149"
58404,"0,1,4,6,9,32,37,44,70,103,123,151"
67033,"1,15,123,167"
73195,"5,68,75"
12801,"0,14,79"
4899,"0,14,79"
64146,"3,19,200"
61003,"1,37,245"
51198,"5,68,118,133"
31975,"1,18,29,220"
43698,"5,185"
21090,"0,1,15,123,167"
74104,"1,29,37"
47529,"0,3,7,34,95,209"
4691,"0,29,105,107"
30890,"1,21,66,220"
9533,"35,73"
63031,"5,9,45,96,99"
74291,"0,2,5,58,75,185"
23670,"1,12,15,17,64"
40010,"5,58,185"
53232,"1,5,11,54,74,157,178"
60629,"0,1,14,29"
47057,"0,42,152"
34270,"5,254"
45745,"0,20,65,189,212,216"
48043,"1,15,74"
23247,"1,25,44"
9256,"1,6,11,12,175,209"
39089,"0,1,11,31,57,159"
28644,"0,1,11,31,57,159"
14929,"0,1,12,95,159"
60819,"0,3,22,225"
53981,"0,46,114"
69044,"1,21,29,50,66"
75349,"1,25,44"
76143,"0,1,12,13,31,159"
37340,"5,68,102,104,118"
32071,"0,65,126"
21891,"0,16,30,69"
73595,"5,75"
43190,"0,148"
70065,"0,3,6,23,30,38,160,234"
19073,"2,61"
25410,"1,12,21,29,220"
25540,"1,11,15,48,82,83,87,99,150,242,249"
1228,"0,1,2,3,17,21,29,66,248"
22763,"9,28,85,186,247,251"
66288,"0,2,9,100"
30676,"0,46"
49939,"0,33,120"
16900,"0,3,6,22,57,232"
53301,"1,196"
15900,"2,43,61"
52538,"5,35,133,227"
2899,"5,35,133,227"
45732,"0,3,4,12,22,149,159"
64112,"3,19"
49170,"35,112,146"
2391,"1,9,13,45"
55803,"1,78,113"
72892,"1,11,29,131"
76396,"5,102,133"
17958,"1,138,164,245"
34266,"1,5,12,25,96"
41888,"3,200"
68898,"0,1,16,46,48"
69793,"1,2,179"
12075,"0,4,22,140"
42517,"2,9,23,47,134,169"
38513,"2,5,9,55"
21235,"0,79,126"
28231,"0,79,126"
21492,"2,6,24,122"
3519,"43,183,252"
26223,"0,156"
40590,"0,14,16,88"
9024,"2,5,58,185"
36805,"5,58,127,185"
45423,"1,25,71,83,237"
40160,"35,143,244"
2610,"1,165"
71980,"0,10,52,97"
30395,"1,242"
6579,"3,106"
46884,"0,57,88,255"
60395,"0,20"
43356,"23,173"
16596,"1,66,82,87"
24977,"1,12,50,74,157"
69100,"3,238"
207,"1,9,74"
44999,"0,12,31,129,255"
58694,"1,12,50,54,138,178"
68797,"0,49,105"
60078,"0,3,19,22,28,34,38,67,84,130"
8920,"2,179,184"
43372,"0,12,33,129"
45959,"2,5,9,26,55,86,118"
66648,"1,13,17,21,87,96,99,242"
1223,"0,126"
42107,"1,2,5,25,41,75,96,157,227"
10090,"0,1,16,37"
8635,"0,1,4,17"
72046,"0,1,12,82,206"
39077,"3,23,134"
2115,"9,26,45,47"
43621,"0,2,8,43,183"
6970,"1,109"
3235,"1,17,25"
7574,"1,17,53"
44287,"1,15,70"
19376,"1,11,44,53"
18301,"1,11,15,25"
45914,"0,4,7,10,57,115,154"
11573,"1,53"
29729,"0,1,20,98"
31348,"0,65"
69921,"1,21,144"
71392,"1,11,21,144"
60173,"0,1,2,8,24,41"
22713,"1,37,245"
39022,"0,20,111"
75096,"2,23,134,246"
17049,"5,63"
39106,"0,2,179"
27120,"1,72"
19783,"0,16,128,163"
1468,"0,2,4,27"
67057,"0,84,95"
20198,"1,15,35,73,143"
63255,"28,182"
17855,"1,12,15,74"
74248,"1,15,83,123"
74853,"0,28,130"
28233,"1,17,25"
30614,"1,3,5,6,15,35,64,123,180,198"
76145,"35,143"
2817,"1,25,44"
61530,"1,21,76,113"
73486,"0,12,49,97,132"
62756,"6,201"
14292,"6,24,26,145"
33473,"6,145,158"
48334,"1,9,15,17,25,47,123,141,178"
28830,"1,15,25,172"
72588,"6,26,158,177"
31417,"35,112,146,244"
2531,"3,106"
58737,"1,18,99,174,244"
17620,"1,174,192"
13577,"0,2,4,7,27,154"
33044,"1,12,164"
1528,28
10018,"1,29,97,110"
68381,"43,137"
23009,"0,2,8,69,125"
44932,"0,3,19,22"
74709,"2,3,124"
41938,"3,43,106,121,195"
63594,"0,7,52"
7856,"3,200"
30721,"3,19,200"
51299,"1,2,41,119"
68772,"1,50,138"
9203,"1,144,192"
11707,"3,23,31,207"
62491,"0,20"
13759,"3,23,43,169,183,214"
52030,"1,12,44,62,99,123,157,172"
30302,"9,32,85"
46613,"43,225"
51004,"0,3,4,88"
73055,"1,5,164,172,249"
37245,"0,29,189,217"
37881,"1,99,123,167"
73084,"35,112,124,146"
4639,"1,11,12,165"
60815,"9,55"
41659,"0,1,4,17,52,84,229"
41290,"6,158"
25806,"5,58,157"
15926,"0,57"
73077,"6,9,232"
39840,"2,41,43,183,252"
10363,"1,15,50,74"
46931,"0,49,105"
31006,"0,2,8,61"
46978,"5,6,9,63,118"
58387,"5,58"
42022,"1,5,58,62"
70604,"43,252"
25705,"0,94"
70718,"5,63,118,133"
54354,"6,39,122,187"
16300,"1,50,97,190,192"
17790,"0,84"
63440,"5,6,63,133"
74473,"6,170,175,201"
3585,"0,33,189"
66840,"5,58,75,89,254"
59726,"1,5,17,185"
24743,"1,21,109,171"
63144,"1,171"
10461,"1,21,71,92,99"
44112,"5,68,133,164"
68403,"0,42,152"
22927,"1,210"
29118,"5,63,68"
4458,"0,107,120"
40842,"2,6,101,162"
62236,"28,221"
3781,"0,56"
10414,"0,1,67,87"
42618,"1,54,78,172"
36020,"35,112,146"
3928,"2,6,101"
49253,"1,44,53"
38776,"1,18,224"
11672,"2,9,45,231"
53860,"0,33,52,77,189"
18747,"1,17,54,66"
43473,"1,21,44,71"
13202,"1,11,12,110"
36537,"0,16,115"
18723,"1,25,45"
27848,"0,10,57"
38686,"6,175"
13240,"1,29,66"
17248,"35,233"
60542,"1,5,13,58,104"
1142,"1,17,29,66"
1346,"0,2,9,59,69"
10637,"5,89,254"
24696,"1,15,54,64"
64025,"0,3,19,22,59"
17985,"1,35,64,112"
55786,"1,6,11,15,47,63,64,70,93,123,201"
38799,"0,33,181"
32051,"0,14,16,69,255"
2020,"0,14,16,69,255"
16909,"0,1,4,13,17"
47101,"0,2,4,7,27"
57189,"0,43,65,79,137"
6485,"0,4,57,142"
75420,"0,130"
45716,"0,1,7"
851,"1,6,12,39"
48521,"1,54,110"
46528,"0,4,46,115"
73056,"0,2,4,7,10,27,57,90,176"
67567,"1,15,17,50,70,83,178,219"
55170,"1,45,250"
60473,"0,7,52"
19594,"0,7,10,115"
4717,"1,11,12,138"
41693,"1,245"
55967,"6,170,175"
60816,"1,206"
44388,"1,5,87,108,144,164,249"
41392,"3,240"
21094,"0,166"
68835,"0,1,3,8,69"
22329,"1,37,62,174"
33079,"1,70,83,172,174"
72077,"0,88,153"
8642,"1,71,109"
6894,"0,3,31,40,57,76,90,110"
39811,"1,11,13,50"
56402,"5,89,197"
73327,"0,1,29,66"
36732,"0,6,30,81,84,116"
70684,"9,141"
3794,"5,58"
76060,"0,20,42"
20544,"0,7,77,129"
64895,"5,58,185"
59178,"0,1,2,7,8,52,74"
43487,"1,47,161,190"
72929,"0,12,52,95"
19483,"2,3,200"
9591,"0,222"
31041,"1,11,43,137,195"
35434,"1,2,13,41,203,250"
56411,"1,5,12"
68214,"0,1,31,97,110"
26637,"1,11,15,70,87"
22805,"0,1,2,7,9,13,27,161"
35645,"0,4,97"
964,"35,64,112,146,233"
14884,"5,68,118,133"
72911,"0,3,6,12,15,19,84,95"
6,"3,6,39,200"
39971,"2,5,58,179"
3619,"1,15,50,62,64"
68227,"6,175,201"
32799,"0,14,18,80"
59603,"6,39,175"
49382,"0,3,19,129,200"
27990,"1,92,199"
62582,"1,2,13,27,203"
26932,"6,35,64,73,112,122,143,191"
48408,"3,19,34,194"
9922,"0,42,94"
50547,"0,1,4,52,60"
65626,"0,14,126"
71792,"1,37,167,219"
16060,"0,18,49,156"
27674,"0,1,30,229"
64696,"0,1,30,229"
73707,"28,251"
13289,"0,67"
7434,"6,158,215"
18575,"0,52,77,149"
60189,"0,28,40,168,182,247"
57200,"3,72"
73480,"0,2,4,38"
52521,"2,6,24,43,137"
34272,"0,166"
53123,"0,79"
5182,"0,20,153,189"
45285,"0,1,4,13,25,99,219"
18127,"1,11,15,17,21,25,50"
65275,"6,23,117,177"
24519,"1,9,15,45,47,83"
53918,"2,3,24,28"
6018,"1,12,98"
40568,"0,3,9,45,47,124"
19600,"0,3,9,45,47,124"
59475,"0,7,52,132"
60997,"5,89"
18020,"1,5,6,70,96"
70041,"5,9,17,230,231"
22832,"6,215,241"
23968,"1,164,172,249"
31820,"1,11,82,110,190"
19998,"0,3,19,38"
47828,"0,28,46,114"
75788,"1,83"
956,"1,11,12,50,54,74"
30760,"0,139"
20775,"1,11,229"
14362,"0,79,148"
19685,"28,221"
28763,"6,145,201"
3699,"2,26,36"
31314,"6,145,215"
55234,"1,82,87"
1787,"43,121,137"
41759,"1,11,21,50"
42792,"1,5,25,157"
40750,"1,15,74"
20205,"1,15,74"
7043,"1,25,44"
35503,"1,58,67,131,242"
12092,"6,9,198"
13369,"1,11,12,17,50,54,74,99,138,178"
74334,"0,1,13,48,60"
69926,"0,100"
65348,"5,23,89,230"
19704,"0,3,106"
64414,"3,28,34,186"
62948,"3,34,59"
70527,"2,184"
67092,"2,240"
43217,"2,24,155,240"
12770,"2,24,155,240"
20278,"0,2,184"
22417,"0,69,125"
76509,"0,33,56,88,95,153"
30911,"5,127"
50189,"1,11,21,205"
24467,"3,160"
36290,"0,20,56"
39456,"0,63,139"
43156,"0,4,216,226"
75372,"1,6,11,70,167"
51286,"9,28,85,247"
34474,"0,1,65,126"
52435,"35,62,146"
27189,"0,3,23,169,173,177,207,214,228,234"
14104,"0,3,23,169,173,177,207,214,228,234"
30316,"2,3,26,106"
1634,"1,9,17,21,231"
4001,"6,9,93,117"
38151,"28,251"
4139,"28,251"
24181,"2,26,36"
35582,"1,44,53"
16427,"0,181"
1664,"0,1,2,27,48,73"
48622,"2,6,101,162,252"
65553,"5,133"
55541,"1,82"
6880,"0,14"
32463,"0,49,139"
61913,"1,3,12,110"
73891,"1,54,74,249"
21285,"0,1,12,52,77"
34195,"0,3,12,19,95"
11736,"0,12,31,97,110"
37596,"0,52,56,153"
72420,"1,17,21,29,66,99"
42718,"0,16,31,57"
46789,"1,25,45,144,161"
13155,"0,1,7,11,12,77,97,110"
32617,"1,37,83,157"
23028,"1,6,12,50,54,178"
41952,"0,14,79"
55255,"0,49,80,100"
45927,"3,6,248"
21546,"1,17,44,53,96"
26096,"0,31,255"
73076,"0,18,222"
69860,"0,1,12,31,159"
13364,"0,31,84,97"
53884,"0,10"
14562,"0,14,42,152"
2640,"0,153"
35466,"1,2,5,13,41,75"
71829,"1,17,29,87"
7317,"2,240"
16837,"6,39,81"
22566,"1,17,29,66"
24615,"1,196"
33857,"23,169"
50648,"1,210"
71846,"0,4,91"
64459,"0,14,152"
8850,"1,11,172"
72967,"1,21,205"
27113,"1,53"
61608,"1,53"
62199,"9,32,55,85"
14692,"1,218"
39777,"5,58,75"
70497,"1,2,13,23,25,180"
57260,"0,4,5,102"
9609,"2,23,207"
26920,"6,23,177"
70222,"23,228"
11230,"9,32,55"
25761,"1,53,108,144,237"
67874,"1,174"
34847,"0,1,2,3,11,38,52,154"
48749,"5,58,62,157"
1738,"0,12,19"
8235,"0,16,128"
44133,"2,23,24,214"
28636,"1,172,249"
39135,"0,1,12,31,159"
18411,"6,232"
11235,"0,1,12,50,65,216"
21138,"0,3,19,22,34,147"
26974,"0,126"
57928,"1,78,113,199"
16666,"1,83"
56098,"1,5,37,62,96,138,172"
76259,"0,30,148"
21210,"1,44,74"
75251,"1,11,43,98"
31482,"1,2,3,23,25,26,35,58,86,143,191,208,238"
52090,"1,249"
53881,"1,62,172,249"
43668,"1,50,135"
64253,"1,15,25,44,70,74"
15680,"1,11,12,15,62,74,172"
28069,"0,105"
56764,"1,15,44,165"
38328,"1,199"
28881,"6,23,81,151,177,234"
68497,"0,18,65"
57698,"0,100"
62232,"1,25"
34748,"1,18,224"
38094,"0,7,9,57,202"
41299,"0,7,9,57,202"
58391,"0,88,153"
6857,"2,46"
67234,"0,1,3,11,12,13,17,19,31,74,123,129"
62417,"1,11,165"
32588,"0,10,18,222"
25965,"1,5,6,15,54,63,70,118,167"
74031,"1,192,223"
13344,"2,24"
44390,"1,206"
41457,"1,171"
34806,"1,11,12,15"
38615,"1,229"
12532,"1,11,12,110"
64652,"1,171"
17876,"1,2,17,21,27"
12046,"1,53,205"
53945,"0,33,181"
14457,"1,18,223"
63715,"0,4,90,140"
28554,"1,205,210"
6741,"5,118,127"
30223,"1,78"
51589,"0,10,136"
46103,"1,21,144"
74740,"9,28,32,155"
2441,"1,12,54"
71673,"1,11,12,110"
8155,"1,78"
22777,"0,49,128"
44952,"1,15,92,113"
75960,"43,137"
6271,"1,53,76,210"
6827,"1,171"
66559,"6,175,215"
67394,"1,165"
62473,"1,5,15,63,70,96"
52707,"0,1,52,98"
27986,"5,68,133"
71452,"1,13,203"
23655,"0,136"
34233,"1,92"
3863,"0,1,2,5,12,27,55,64,74,76,84,141,144,185"
44437,"1,144,174,192,206"
45954,"5,89,104,127"
7285,"5,63"
43384,"0,48,84"
41666,"2,61"
43761,"0,6,9,103,202"
12170,"1,78,113"
73260,"1,109"
62165,"2,9,141"
66789,"2,5,75"
12785,"1,78"
20708,"1,6,11,15,25,45,180"
37540,"0,1,60,67,87"
46349,"1,3,11,12,15,17,54,62,70,72,131,144,200"
3023,"1,171"
72662,"0,30,65,95,148"
60433,"1,6,15,37,70"
46963,"0,1,2,4,7,25,70,71,211"
23101,"6,9,23,103,198"
47459,"0,20,139,188"
67208,"5,17,89,104,254"
9212,"0,135"
41057,"1,12,21,54"
20604,"0,60,217"
36117,"0,156"
46414,"6,93,187"
69816,"1,44,123,167"
52740,"1,9,167,198"
2065,"1,83"
37261,"1,43,54,210"
69397,"1,11,92,131"
16343,"1,11,110,131,229"
32378,"1,3,11,92,131"
65190,"1,21,210"
16314,"1,6,11,15,70,81"
13502,"0,79"
71875,"1,83,99,178"
41059,"1,92"
40701,"1,11,12,205"
40150,"1,15,64,99"
40493,"1,78,199"
34760,"0,33,188"
9567,"1,108,220,248"
63400,"1,18,223"
62919,"1,18,224"
53221,"0,3,7,59,115"
70850,"6,241"
40214,"2,43,252"
4670,"0,222"
3918,"0,28,40,247"
60890,"0,18,49,80"
37470,"3,34"
31296,"1,82"
14689,"35,112,191"
34742,"0,1,49,62"
64691,"0,14,107"
23398,"1,53,71,205"
63790,"6,175,241"
73564,"0,9,32,46,85"
66285,"1,62,164,174,245"
54240,"2,23,26"
62855,"1,50,192"
15420,"43,195"
53520,"6,39,198"
45574,"0,79,152"
34165,"1,21,50,53,205"
31085,"0,2,26,46,114"
11121,"1,15,21,71"
67060,"35,146,233"
3501,"1,71,113"
21341,"3,106"
41592,"1,11,165"
34940,"1,15,92,144,199,218"
66203,"1,172,249"
26654,"3,34,147"
24325,"1,11,12,76"
16384,"43,252"
56052,"2,3,23,160,234"
74631,"1,44,71,76"
73020,"3,19"
66201,"1,11,15,17,50,99,144"
10225,"5,35,75,227"
26608,"1,109,171,249"
2722,"28,168,221"
18014,"28,168,221"
43565,"1,11,21,43,92,144"
46270,"5,68,102"
44909,"1,76,205"
36711,"0,42,216"
1564,"2,23,24,26,228"
28998,"9,45,47,231"
19912,"1,15,123,178"
65467,"5,58,89,197"
48353,"0,1,12,33,95,138"
20253,"1,190"
66581,"1,190"
35196,"1,190"
43418,"1,3,124"
6391,"0,18,156"
76053,"0,20,235"
10800,"43,121,129,195"
31237,"0,1,48,87,217"
19414,"0,1,4,13,74,209"
60877,"1,242"
35308,"6,158,215"
16553,"0,105"
10384,"6,122"
71951,"1,165,205"
48819,"1,92"
10262,"1,11,12,15,17,54,110,165"
8335,"1,11,12,15,17,54,110,165"
65652,"0,14,79"
7089,"1,3,11,15,35,64,74,78,81,112,240"
65314,"5,185"
67290,"0,67,107"
72045,"0,1,2,8,9,13,23,24,26,35,55,73,91,180,208"
3675,"5,102"
17880,"0,10,222"
26653,"0,12,43,95,129,195"
5536,"1,3,11,200"
61638,"43,121,195,252"
29787,"0,4,12,56,84,88,153,189"
11882,"0,30,31,56,149"
25056,"5,70,118"
74764,"5,58,197"
49809,"2,24"
53780,"0,20,188"
8927,"0,22,38,90"
2315,"35,112,143,146"
29240,"0,156"
38782,"0,4,7"
8893,"0,6,81,103,116"
3314,"1,12,21,25,83,144"
3345,"0,28,40,46,57,251"
64912,"23,214"
36930,"0,1,11,52,76,138"
66912,"0,3,6,28,34,46,85,122,186"
1960,"1,71,205"
62641,"0,65,189,216"
36646,"0,65,189,216"
14317,"1,15,25,161"
50889,"1,11,76"
16110,"1,2,13"
25276,"1,242"
21071,"1,5,11,110"
54949,"6,103,117,215"
29363,"2,179"
20135,"6,187,232"
30262,"1,71,113"
11767,"28,182,221"
13350,"0,33,126,135"
26029,"1,71"
50502,"1,83"
55594,"0,14,30,42"
3889,"1,9,249"
70417,"1,44,74,172"
27217,"0,20,42,105"
69827,"1,2,13,27,86"
24951,"1,92,119,196"
17061,"0,1,4,15,35,54,70,244"
29896,"3,236"
55020,"0,33,193"
76163,"5,197"
56054,"0,2,4,7,12,52"
47037,"0,2,7,27,255"
5404,"6,170"
37183,"0,10,136"
37429,"1,5,9,15,99"
28324,"1,9,47,85,96,141,231"
2743,"0,2,15,38,135"
42099,"9,55,141"
68861,"5,58,68,133,227"
46825,"0,107,120"
48889,"1,70,87,242"
22737,"1,11,82,190"
26755,"0,2,77,129,154"
73417,"0,3,7,19,22,135"
5517,"0,20,42,65,188"
2195,"1,2,23,207"
5937,"1,171"
72164,"0,2,4,7,27"
1880,"0,18,111,222"
30463,"1,5,15,150"
12281,"0,10,18"
21741,"0,125,163"
47285,"0,2,31,154"
48664,"1,2,25,86"
16365,"5,63,118"
70600,"0,1,94,212"
46012,"0,22,126"
26723,"1,11,13,17,203"
7453,"0,10,73"
24397,"1,3,11,12,131"
50607,"0,18,49"
53160,"1,2,5,13,26,37,83,96"
67819,"2,6,24"
23404,"1,6,11,12,43,76,98,121,137,170,195"
59385,"1,17,53,249"
23612,"0,18,80,100"
23838,"1,78,199,239"
25033,"1,12,43,54,121"
41817,"5,63"
56394,"0,4,100"
18370,248
12023,"1,17,21,50,99"
63955,"1,11,12,21,64,165"
42583,"0,1,14,29,95"
62297,"0,20,33,95,107"
4361,"35,143,198,227,244"
30016,"1,44"
71038,"0,1,2,6,15,51,72,93,101"
59911,"2,3,19"
38145,"3,6,23,134,204"
45222,"1,53,76"
1963,"6,101,158"
24962,"1,15,78"
3141,"1,37,192,223"
48087,"6,158,232"
55624,"0,10,73"
75383,"23,173"
68477,"6,81,116"
16951,"2,23,24,26,41"
10105,"1,21,54,74"
36687,"1,5,18,21,83,224"
58342,"0,10,136"
57463,"0,16,163"
42763,"6,47,81,93,103,116,117,151,162,177"
30467,"0,6,12,52"
40222,"1,5,15,63,118,178"
56323,"0,20,56,107"
18055,"35,233"
14442,"0,4,77,154,209"
12455,"1,11,43,98"
64801,"2,179"
3638,"2,179"
33085,"1,171"
17690,"1,21,25,161"
35717,"0,2,6,10,122,179"
7577,"1,12,15,74,123"
38573,"28,251"
66565,"1,11,15"
56290,"1,92,144,199"
29437,"0,16,57"
3260,"0,10,35,64,73"
33103,"1,37,174"
35456,"1,37,174"
22049,"1,11,64,110"
33940,"43,225"
1462,"3,19,135,225"
20291,"9,45,47,231"
6168,"1,17,144"
29223,"0,2,10,69,115"
9434,"0,16,125"
21939,"0,31,56,88"
56160,"1,2,9,15,27,28,32,182"
54250,"1,5,12,50,157"
42183,"0,18"
52068,"0,4,97,100"
17507,"1,108"
18122,"6,232"
24525,"1,11,109,223"
67023,"0,28,40,69,221"
7482,3
30674,"2,5,38,185"
16935,"0,4,7,84"
38067,"0,1,12,95"
67852,"1,249"
69143,"6,122,158"
61236,"0,6,30,81,116"
3714,"1,5,99,127,224,254"
33478,"0,38,132"
31159,"0,65"
30560,"0,31,77,129,149"
63051,"0,1,3,38,135"
65325,"1,37"
20733,"0,4,77,140"
23355,"0,14,65"
20492,"1,119,250"
57705,"0,65,216"
57927,"1,76,205"
3318,"0,188"
30056,"1,5,35,62"
31931,"5,63,118"
58420,"1,2,13,48,76"
35948,"1,74,123,239"
65947,"1,15,25,76,210"
61282,"1,50,138"
33603,"0,67,107"
14188,"0,3,142"
28875,"0,69"
34045,"5,185"
53429,"0,193"
18198,"0,1,17,159"
8433,"43,195"
75011,"6,39,43,121,201"
43025,"0,2,4,154"
59240,"1,203"
54076,"0,4,56,97,153"
22680,"2,27"
11783,"9,32,63,103,202"
39424,"1,11,110"
25846,"0,7,31,52"
63617,"6,158"
22346,"0,166"
11343,"1,11,12,15,17,21,37,54,71,74,123,210"
34651,"1,11,37,71,83,99"
12020,"1,11,12,21,50,54,165"
29028,"1,11,15,205"
71066,"1,11,21,54,76,83"
55123,"1,25,44,172,237"
58819,"0,105"
65741,"0,4,20,105"
39841,"2,9,32,47"
40506,"6,39,93,103,116,117,151,175,187,201"
29354,"9,194"
34688,"0,60,217"
21720,"0,16,31"
16332,"0,31,159"
17858,"0,10,18,42,216"
1418,"0,31,57,255"
49691,"1,3,6,11,43,72,101,195,252"
54555,"1,37,174"
27931,"0,4,253"
24165,"6,23,93,177"
76387,"1,15,37,92,113"
47456,"0,1,148"
1829,"1,11,17,21,50,83,144"
55625,"0,2,27,135"
35097,"6,81"
49790,"0,67,135"
56833,"6,39"
70487,"1,18,224"
54532,"0,16,43,148,195"
46424,"3,238"
38206,"2,5,104"
67739,"1,11,43,137,252"
67417,"1,28,182,221"
6748,"2,184"
76421,"6,39,241"
1747,"0,12,60,84,90"
59520,"0,4,49,105"
7964,"1,64,165"
67788,"1,206"
30803,"1,5,58,86,96,197"
234,"3,23,204,238"
28059,"1,18,223"
24656,"1,99,174"
67501,"0,4,7,10,19,38"
51358,"0,1,129,140,242"
807,"0,2,8,26,51,115,163"
54185,"0,20,139,188"
22332,"0,7,10,73,91,115,156"
53610,"1,17,37,83,99,219"
76568,"1,29,66"
32469,"3,9,45,124,198"
49269,"0,38,176"
42609,"0,14,16,107,128"
21493,"1,15,174,245"
31273,"1,62,157,164"
75963,"0,33,111"
64251,"1,44,45,237"
12274,"0,1,12,30,43,84"
76020,"0,33"
34665,"3,19,106,200"
3381,"6,103,116"
70634,"0,7,59"
63782,"1,25,86,119"
41590,"0,1,48,60,217"
46657,"0,94"
16671,"1,12,18,25,37,83,109,192,224"
30712,"0,166"
52051,"0,193"
56444,"6,103,232"
20053,"5,68,118,133"
4222,"6,23,246"
30131,"1,11,12,43,98"
64743,"6,170,175,201"
41816,"1,71"
14637,"5,63,118"
5899,"5,58"
37872,"1,18,223"
73499,"0,5,80,185"
10468,"1,17,21,249"
21439,"1,6,21,83,174,175"
14315,"0,4,10,30,84"
40892,"1,21,44,53,76"
37918,"1,5,58,164"
12051,"3,6,9,117,198,201"
73044,"9,32"
7445,"1,171"
59660,"6,39,201"
65535,"0,2,48,67,154"
18117,"1,92,199"
76089,"1,17,35,62,64"
44643,"1,86"
1720,"0,136"
37284,"1,6,123"
40592,"3,28,186"
1341,"1,29,219"
43964,"1,6,39,43,98,123,178"
11067,"1,2,41,119"
68123,"6,9,39,47,103,117"
66970,"0,1,13,29,67,94"
1234,"6,39,175"
1445,"1,15,37,62,76,99,165"
62943,"6,151,162"
24041,"0,33,56,189"
68347,"0,60,217"
10346,"9,32,47,231"
482,"5,6,9,63,117,118"
11752,"5,6,9,63,117,118"
37978,"1,17,99,239"
21284,"1,21,144"
53132,"0,4,88,140"
9588,"0,33,126,181"
29235,"1,12,43,76,121"
69514,"0,6,116"
63412,"0,20,111,235"
72445,"1,71,113"
65028,"5,58,89,127"
20026,"1,13,82"
65309,"5,58"
52295,"1,17,53,161"
64673,"2,3,19,36"
31202,"0,46"
49701,"1,17,66"
61050,"0,10,33,152"
49534,"1,192"
46499,"5,35,143,230"
47067,"0,33,152"
62583,"1,25,83,237"
894,"1,12,29,237"
37664,"1,18,224"
69166,"0,94,107,120"
73488,"1,17,21"
49873,"1,50,157"
42653,"1,13,17,48,131"
12969,"1,11,44,50,90"
4623,"1,13,76,82,203"
19,"1,13,76,82,203"
54755,"1,18,224"
47316,"1,82,150"
56471,"1,15,78,113"
73323,"1,21,25,44,53"
50477,"0,1,7,149,159"
61738,"1,50,138"
61587,"0,14,16,176"
32452,"0,3,8,59"
22608,"0,1,7,50,52,135"
22356,"1,21,44,76"
66407,"2,3,36,61,248"
25618,"1,11,108,172"
33511,"1,17,83,109"
14697,"1,17,161,203"
20929,"0,5,33,58,97,197,242"
6349,"1,11,229"
26446,"1,53,76"
38851,"6,145"
12241,"3,238"
36834,"1,11,37"
49659,"1,5,68,118,133"
52637,"1,12,76,82"
76011,"0,14,56"
51534,"0,2,8,22,51"
55388,"0,107,120"
2083,"1,66,99,109,161"
12869,"0,1,29,212"
48177,"0,4,49"
11935,"0,7,31,64,77,149"
22272,"1,5,37,96,99,133,174"
53377,"1,2,27,70"
32291,"0,18,42"
53635,"1,29,50,108,138,190"
13460,"0,33,193"
51136,"5,58,70,157,164,254"
58214,"1,99,172"
39930,"1,12,37,83,99,171,192,220,223"
1463,"1,205,210"
41357,"9,32,45,47"
33029,"5,9,104,141"
30635,"2,3,176"
9920,"6,81,232"
5808,"1,9,25,44,231"
48019,"0,1,4,13,48"
7066,"1,11,12,97"
46762,"0,20,188"
23991,"0,3,28,34,46,85,112,142,168"
41277,"1,82"
2559,"1,11,15,72,82,150"
2896,"6,9,103,202"
68471,"0,2,6,116"
14159,"2,6,9,47,101,112,142,179"
67757,"1,11,43,121"
2786,"1,171,218"
32675,"1,82,150,190"
72581,"1,37"
24628,"1,9,15,47,123"
22040,"1,96"
74010,"0,1,7,13,52,90,154"
28782,"0,132,139"
49193,"5,6,9,35,64,70,141,227"
62463,"0,135"
47486,"1,15,74"
62760,"1,76,87"
4559,"0,1,48,77,217"
35514,"1,37,108,174"
15118,"0,10,46,57"
39464,"1,11,37,50,206"
26243,"0,14,79,152"
72942,"6,39,122,232"
36562,"1,13,82"
15726,"0,20"
969,"0,30,31,149"
50408,"1,5,63,161,190"
48476,"1,161,190"
58102,"1,2,5,35,143"
37601,"0,16,140"
